STABR,FSCSKEY,FSCS_SEQ,C_FSCS,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,SQ_FEET,F_SQ_FT,L_NUM_BM,HOURS,WKS_OPEN,YR_SUB,OBEREG,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE,REAPLOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOMATCH
AK,AK0015,002,N,AK0015-002,COOPER LANDING COMMUNITY LIBRARY,18511 BEAN CREEK ROAD,COOPER LANDING,99572,M,KENAI PENINSULA,9075951241,CE,1320,R_17,0,1092,52,2017,08,00,00,00,-149.823577,60.494046,02,122,17190,58617,43,07,3,1191,0200,-4,N,A
AK,AK0016,002,Y,AK0016-002,CORDOVA PUBLIC LIBRARY,601 FIRST STREET,CORDOVA,99574,M,VALDEZ-CORDOVA,9074246667,CE,5652,R_17,0,2496,52,2017,08,00,00,00,-145.758972,60.547169,02,261,17410,9278,43,07,2,2030,0200,-4,N,A
AK,AK0017,003,Y,AK0017-003,CRAIG PUBLIC LIBRARY,504 THIRD STREET,CRAIG,99921,M,PR WALES-OUTER KE,9078263281,CE,1800,R_17,0,2304,52,2017,08,00,00,00,-133.151431,55.476079,02,198,17740,6443,43,07,2,3046,0200,-4,N,A
AK,AK0018,002,Y,AK0018-002,IPNATCHIAQ LIBRARY,59 MAIN STREET,DEERING,99736,M,NORTHWEST ARCTIC,9073632136,CE,-3,U_17,-3,-3,-3,2017,08,23,00,00,-162.719672,66.076015,02,188,18510,7684,43,07,1,5079,0200,-4,N,A
AK,AK0019,002,Y,AK0019-002,DELTA COMMUNITY LIBRARY,2291 DEBORAH STREET,DELTA JUNCTION,99737,M,SE FAIRBANK,9078954102,CE,5000,R_17,0,2392,52,2017,08,00,00,00,-145.734419,64.046834,02,240,18620,6888,43,07,4,2034,0200,-4,N,A
AK,AK0020,002,Y,AK0020-002,DILLINGHAM PUBLIC LIBRARY,306 D STREET WEST,DILLINGHAM,99576,M,DILLINGHAM,9078425610,CE,2430,R_17,0,1639,52,2017,08,00,00,00,-158.463622,59.040735,02,070,18950,4932,43,07,2,2003,0200,-4,N,A
AK,AK0021,002,Y,AK0021-002,EAGLE PUBLIC LIBRARY,4TH & AMUNDSEN,EAGLE,99738,M,SE FAIRBANK,9075472334,CE,1500,R_17,0,700,51,2017,08,00,00,15,-141.201518,64.786619,02,240,20380,6888,43,07,1,1728,0200,-4,N,5
AK,AK0023,002,Y,AK0023-002,FAIRBANKS NORTH STAR BOROUGH PUBLIC LIBRARIES,1215 COWLES STREET,FAIRBANKS,99701,4313,FAIRBANKS NORTH STAR,9074591031,CE,70456,R_17,0,1719,52,2017,08,00,00,00,-147.738133,64.838939,02,090,24230,99703,13,02,1,2027,0200,21820,0,A
AK,AK0023,003,Y,AK0023-003,NORTH POLE BRANCH LIBRARY,656 NORTH POLE HIGH SCHOOL BLVD.,NORTH POLE,99705,M,FAIRBANKS NORTH STAR,9074886101,BR,18410,R_17,0,1969,52,2017,08,00,00,00,-147.369359,64.748197,02,090,55910,99703,23,04,16,2012,0200,21820,0,A
AK,AK0023,004,Y,AK0023-004,FAIRBANKS NORTH STAR BOROUGH PUBLIC LIBRARIES,1215 COWLES STREET,FAIRBANKS,99701,4313,FAIRBANKS NORTH STAR,9074591022,BS,-4,N_17,1,3099,52,2017,08,00,00,00,-147.738133,64.838939,02,090,24230,99703,13,02,1,2027,0200,21820,0,A
AK,AK0025,002,Y,AK0025-002,CHARLES EVANS COMMUNITY/SCHOOL LIBRARY,299 ANTOSKI ROAD,GALENA,99741,M,YUKON-KOYUKUK,9076561205,CE,1500,R_17,0,750,50,2017,08,00,00,00,-156.878295,64.745865,02,290,27530,5365,43,07,3,2060,0200,-4,N,A
AK,AK0027,002,N,AK0027-002,COPPER VALLEY COMMUNITY LIBRARY,MILE 186 GLENN HIGHWAY,GLENNALLEN,99588,M,VALDEZ-CORDOVA,9078225427,CE,2000,R_17,0,1508,52,2017,08,00,00,00,-145.561267,62.109444,02,261,28740,9278,43,07,1,2028,0200,-4,N,A
AK,AK0028,002,Y,AK0028-002,GUSTAVUS PUBLIC LIBRARY,14 GUSTAVUS ROAD,GUSTAVUS,99826,M,SKAGWAY-ANGOON,9076972350,CE,3052,R_17,0,1300,52,2017,08,00,00,15,-135.706422,58.420538,02,105,30940,2145,43,07,3,1115,0200,-4,N,A
AK,AK0029,002,Y,AK0029-002,HAINES BOROUGH PUBLIC LIBRARY,111 THIRD AVENUE SOUTH,HAINES,99827,M,HAINES,9077662545,CE,8400,R_17,0,2912,52,2017,08,00,00,00,-135.44801,59.233462,02,100,31050,2526,43,07,1,3013,0200,-4,N,A
AK,AK0030,002,Y,AK0030-002,TRI-VALLEY COMMUNITY LIBRARY,400 SUNTRANA STREET,HEALY,99743,M,DENALI,9076832507,CE,4560,R_17,0,980,50,2017,08,00,00,00,-149.018245,63.873505,02,068,32150,2074,43,07,1,2155,0200,-4,N,A
AK,AK0031,002,N,AK0031-002,HOLLIS PUBLIC LIBRARY,NO. 1 HOLLIS CHILKAT ROAD,HOLLIS,99950,M,PR WALES-OUTER KE,9075307112,CE,2300,R_17,0,1008,48,2017,08,00,00,00,-133.075907,55.781881,02,198,M,6443,43,07,1,1217,0200,-4,N,5
AK,AK0032,002,Y,AK0032-002,HOMER PUBLIC LIBRARY,500 HAZEL AVENUE,HOMER,99603,7849,KENAI PENINSULA,9072353180,CE,17000,R_17,0,2704,52,2017,08,00,00,00,-151.532422,59.643721,02,122,33140,58617,43,06,10,1046,0200,-4,N,A
AK,AK0033,002,N,AK0033-002,HOPE COMMUNITY LIBRARY,18487 A AVENUE,HOPE,99605,M,KENAI PENINSULA,9077823121,CE,2304,R_17,0,1288,52,2017,08,00,00,00,-149.64143,60.91846,02,122,33580,58617,42,07,3,1398,0200,-4,N,A
AK,AK0035,002,Y,AK0035-002,DOUGLAS PUBLIC LIBRARY,1016 THIRD STREET,DOUGLAS,99824,5416,JUNEAU,9073642378,BR,8000,R_17,0,1904,52,2017,08,00,00,00,-134.395227,58.276843,02,110,36400,32094,33,05,6,3017,0200,27940,1,A
AK,AK0035,003,Y,AK0035-003,MENDENHALL VALLEY PUBLIC LIBRARY,3025 DIMOND PARK LOOP,JUNEAU,99801,9672,JUNEAU,9077890125,BR,20000,R_17,0,3104,52,2017,08,00,00,00,-134.58535,58.379889,02,110,36400,32094,33,05,2,5010,0200,27940,1,9
AK,AK0035,004,Y,AK0035-004,JUNEAU PUBLIC LIBRARIES,292 MARINE WAY,JUNEAU,99801,1361,JUNEAU,9075865249,CE,17000,R_17,0,2492,52,2017,08,00,00,00,-134.403929,58.298487,02,110,36400,32094,33,05,5,2013,0200,27940,1,A
AK,AK0037,002,Y,AK0037-002,KASILOF PUBLIC LIBRARY,58231 STERLING HIGHWAY,KASILOF,99610,M,KENAI PENINSULA,9072525886,CE,2553,R_17,0,768,48,2017,08,00,00,00,-151.266514,60.308055,02,122,16420,58617,43,07,7,6047,0200,-4,N,A
AK,AK0038,002,Y,AK0038-002,KENAI COMMUNITY LIBRARY,163 MAIN STREET LOOP,KENAI,99611,7723,KENAI PENINSULA,9072834378,CE,20000,R_17,0,2951,52,2017,08,00,00,00,-151.246177,60.559086,02,122,38420,58617,33,06,6,3040,0200,-4,N,A
AK,AK0039,002,Y,AK0039-002,KETCHIKAN PUBLIC LIBRARY,1110 COPPER RIDGE LANE,KETCHIKAN,99901,6250,KETCHIKAN GATEWAY,9072253331,CE,16726,R_17,0,3016,52,2017,08,00,00,00,-131.651574,55.348632,02,130,38970,13856,33,06,3,1008,0200,28540,1,A
AK,AK0040,002,Y,AK0040-002,KODIAK PUBLIC LIBRARY,612 EGAN WAY,KODIAK,99615,6487,KODIAK ISLAND,9074868686,CE,16000,R_17,0,3432,52,2017,08,00,00,00,-152.397552,57.792618,02,150,40950,13448,33,06,3,2016,0200,-4,N,A
AK,AK0041,002,Y,AK0041-002,CHUKCHI CONSORTIUM LIBRARY,604 THIRD STREET,KOTZEBUE,99752,M,NORTHWEST ARCTIC,9074422410,CE,1700,R_17,0,2000,50,2017,08,00,00,00,-162.58742,66.899303,02,188,41830,7684,33,06,2,1007,0200,-4,N,A
AK,AK0041,003,Y,AK0041-003,SELAWIK DAVIS RAMOTH COMMUNITY LIBRARY,2600 MUSK OX PARKWAY,SELAWIK,99770,M,NORTHWEST ARCTIC,9074842142,BR,2000,R_17,0,300,50,2017,08,00,00,00,-160.0125,66.599999,02,188,68230,7684,43,07,1,4009,0200,-4,N,A
AK,AK0044,002,Y,AK0044-002,MCGRATH COMMUNITY LIBRARY,249 F STREET,MCGRATH,99627,M,YUKON-KOYUKUK,9075243843,CE,2536,R_17,0,1196,52,2017,08,00,00,00,-155.277642,62.907723,02,290,M,5365,43,07,4,2174,0200,-4,N,5
AK,AK0046,002,Y,AK0046-002,CENTENNIAL LIBRARY,4TH & MILTON STREET,METLAKATLA,99926,M,PR WALES-OUTER KE,9078866000,CE,990,R_17,0,1000,50,2017,08,00,00,00,-131.542403,55.087048,02,198,M,6443,43,07,9401,3005,0200,-4,N,5
AK,AK0047,003,Y,AK0047-003,SOUTH NAKNEK PUBLIC LIBRARY,1 SCHOOL ROAD,SOUTH NAKNEK,99670,M,BRISTOL BAY,9072466513,BR,840,R_17,0,1224,52,2017,08,00,00,00,-157.006512,58.729878,02,060,52060,867,43,07,1,1022,0200,-4,N,A
AK,AK0047,004,Y,AK0047-004,MARTIN MONSEN REGIONAL LIBRARY,101 MAIN STREET,NAKNEK,99633,M,BRISTOL BAY,9072464465,CE,1456,R_17,0,2080,52,2017,08,00,00,00,-156.989536,58.876955,02,060,M,867,43,07,1,1013,0200,-4,N,5
AK,AK0048,002,Y,AK0048-002,NENANA PUBLIC LIBRARY,106 EAST SECOND STREET,NENANA,99760,M,YUKON-KOYUKUK,9078325812,CE,2421,R_17,0,1664,52,2017,08,00,00,00,-149.095235,64.562398,02,290,53050,5365,43,07,2,2282,0200,-4,N,A
AK,AK0051,002,Y,AK0051-002,NINILCHIK COMMUNITY LIBRARY,15850 STERLING HIGHWAY,NINILCHIK,99639,M,KENAI PENINSULA,9075673333,CE,3200,R_17,0,1456,52,2017,08,00,00,00,-151.674959,60.041867,02,122,54480,58617,43,07,8,1063,0200,-4,N,A
AK,AK0052,002,Y,AK0052-002,KEGOAYAH KOZGA LIBRARY,100 WEST 7TH AVENUE,NOME,99762,M,NOME,9074436628,CE,3086,R_17,0,2040,51,2017,08,00,00,00,-165.398107,64.502659,02,180,54920,9921,33,06,2,3002,0200,-4,N,A
AK,AK0053,002,Y,AK0053-002,NORTHWAY COMMUNITY/SCHOOL LIBRARY,496 NORTHWAY ROAD,NORTHWAY,99764,M,SE FAIRBANK,9077782310,CE,-3,U_17,-3,-3,-3,2017,08,23,00,00,-141.9413,62.944215,02,240,M,6888,43,07,1,1617,0200,-4,N,5
AK,AK0055,002,Y,AK0055-002,PALMER PUBLIC LIBRARY,655 SOUTH VALLEY WAY,PALMER,99645,6667,MATANUSKA-SUSITNA,9077611371,CE,11922,R_17,0,2288,52,2017,08,00,00,00,-149.112659,61.600524,02,170,58660,106532,32,03,12.01,2009,0200,11260,0,A
AK,AK0056,002,Y,AK0056-002,PELICAN PUBLIC LIBRARY,166 SALMON WAY,PELICAN,99832,M,SKAGWAY-ANGOON,9077352500,CE,1200,R_17,0,728,52,2017,08,00,00,00,-136.22562,57.959464,02,105,59650,2145,43,07,3,1343,0200,-4,N,A
AK,AK0057,002,Y,AK0057-002,PETERSBURG PUBLIC LIBRARY,14 SOUTH SECOND STREET,PETERSBURG,99833,M,WRANGELL-PETERSBU,9077723349,CE,9700,R_17,0,2912,52,2017,08,00,00,00,-132.954972,56.810897,02,195,60310,3281,43,06,2,2027,0200,-4,N,A
AK,AK0058,002,Y,AK0058-002,JESSIE WAKEFIELD MEMORIAL LIBRARY,207 SPRUCE DRIVE,PORT LIONS,99550,M,KODIAK ISLAND,9074548185,CE,1360,R_17,0,780,52,2017,08,00,00,00,-152.884927,57.866238,02,150,63610,13448,43,07,1,2440,0200,-4,N,A
AK,AK0061,002,Y,AK0061-002,ST. PAUL ISLAND SCHOOL/COMMUNITY LIBRARY,930 TOLSTOI BOULEVARD,ST. PAUL,99660,M,ALEUTIANS WEST,9075463321,CE,1280,R_17,0,800,40,2017,08,00,00,00,-170.279154,57.120767,02,016,66470,5763,43,07,1,1457,0200,-4,N,A
AK,AK0064,002,N,AK0064-002,SELDOVIA PUBLIC LIBRARY,260 SELDOVIA STREET,SELDOVIA,99663,M,KENAI PENINSULA,9072347662,CE,2791,R_17,0,876,52,2017,08,00,00,00,-151.714645,59.438719,02,122,68340,58617,43,07,12,1314,0200,-4,N,A
AK,AK0065,002,Y,AK0065-002,SEWARD COMMUNITY LIBRARY & MUSEUM,239 6TH AVENUE,SEWARD,99664,M,KENAI PENINSULA,9072244082,CE,22542,R_17,0,2604,52,2017,08,00,00,00,-149.437202,60.101942,02,122,68560,58617,43,06,13,2083,0200,-4,N,A
AK,AK0067,002,Y,AK0067-002,SITKA PUBLIC LIBRARY,320 HARBOR DRIVE,SITKA,99835,7553,SITKA,9077478708,CE,9920,R_17,0,3398,52,2017,08,00,00,00,-135.334186,57.049685,02,220,70540,8689,33,06,2,4027,0200,-4,N,A
AK,AK0068,002,Y,AK0068-002,SKAGWAY PUBLIC LIBRARY,769 STATE STREET,SKAGWAY,99840,M,SKAGWAY-ANGOON,9079832665,CE,5014,R_17,0,2660,52,2017,08,00,00,00,-135.31181,59.458644,02,230,70760,1157,43,07,1,1135,0200,-4,N,A
AK,AK0069,002,Y,AK0069-002,JOYCE K. CARVER MEMORIAL SOLDOTNA PUBLIC LIBRARY,235 NORTH BINKLEY ST.,SOLDOTNA,99669,7523,KENAI PENINSULA,9072624227,CE,21054,R_17,0,2704,52,2017,08,00,00,00,-151.072424,60.492451,02,122,71640,58617,33,06,5,3040,0200,-4,N,A
AK,AK0070,002,Y,AK0070-002,SUTTON PUBLIC LIBRARY,11301 NORTH CHICKALOON WAY,SUTTON,99674,M,MATANUSKA-SUSITNA,9078617640,CE,6258,R_17,0,2132,52,2017,08,00,00,00,-148.877449,61.711438,02,170,74525,106532,42,08,2,1020,0200,11260,0,A
AK,AK0072,002,Y,AK0072-002,TALKEETNA PUBLIC LIBRARY,24645 SOUTH TALKEETNA SPUR ROAD,TALKEETNA,99676,M,MATANUSKA-SUSITNA,9078617645,CE,7840,R_17,0,2184,52,2017,08,00,00,00,-150.089794,62.300741,02,170,74830,106532,43,08,1.02,1002,0200,11260,0,A
AK,AK0073,002,Y,AK0073-002,TANANA COMMUNITY/SCHOOL LIBRARY,89 FRONT STREET,TANANA,99777,M,YUKON-KOYUKUK,9073667356,CE,-3,U_17,-3,-3,-3,2017,08,23,00,00,-152.05719,65.183174,02,290,75160,5365,43,07,2,1392,0200,-4,N,A
AK,AK0074,002,Y,AK0074-002,DERMOTT O`TOOLE MEMORIAL LIBRARY,707 WEST TENAKEE AVENUE,TENAKEE SPRINGS,99841,M,SKAGWAY-ANGOON,9077362248,CE,896,R_17,0,720,50,2017,08,00,00,00,-135.227425,57.780684,02,105,76260,2145,43,07,3,3346,0200,-4,N,A
AK,AK0075,002,N,AK0075-002,TOK COMMUNITY LIBRARY,MILE 1314 ALASKA HIGHWAY,TOK,99780,M,SE FAIRBANK,9078835623,CE,1019,R_17,0,1508,52,2017,08,00,00,00,-141.519431,62.898477,02,240,M,6888,43,07,1,1526,0200,-4,N,A
AK,AK0077,002,Y,AK0077-002,VALDEZ CONSORTIUM LIBRARY,212 FAIRBANKS DRIVE,VALDEZ,99686,M,VALDEZ-CORDOVA,9078354632,CE,15000,R_17,0,2860,52,2017,08,00,00,00,-146.353405,61.129843,02,261,82200,9278,43,06,3,5023,0200,-4,N,A
AK,AK0078,002,Y,AK0078-002,WASILLA PUBLIC LIBRARY,500 N CRUSEY STREET,WASILLA,99654,7189,MATANUSKA-SUSITNA,9073765913,CE,24400,R_17,0,2080,52,2017,08,00,00,07,-149.429627,61.584383,02,170,83080,106532,32,03,8,3026,0200,11260,0,A
AK,AK0080,002,Y,AK0080-002,WILLOW PUBLIC LIBRARY,23557 WEST WILLOW COMMUNITY CENTER,WILLOW,99688,M,MATANUSKA-SUSITNA,9074957323,CE,4111,R_17,0,2366,52,2017,08,00,00,00,-150.075419,61.734927,02,170,85280,106532,43,08,4.02,2031,0200,11260,0,5
AK,AK0081,002,Y,AK0081-002,IRENE INGLE PUBLIC LIBRARY,124 SECOND STREET,WRANGELL,99929,M,WRANGELL,9078743535,CE,5930,R_17,0,1976,52,2017,08,00,00,00,-132.387093,56.47322,02,275,86380,2521,43,07,3,2008,0200,-4,N,A
AK,AK0082,002,Y,AK0082-002,AKIAK SCHOOL/COMMUNITY LIBRARY,1 KILBUCK ROAD,AKIAK,99552,M,BETHEL,9077654631,CE,2500,R_17,0,576,48,2017,08,00,00,00,-161.218909,60.911182,02,050,00870,18076,43,07,1,3201,0200,-4,N,A
AK,AK0085,004,N,AK0085-002,FRANCES KIBBLE KENNY LAKE PUBLIC LIBRARY,MILE 5 EDGERTON HIGHWAY,KENNY LAKE,99573,M,VALDEZ-CORDOVA,9078223015,CE,1440,R_17,0,780,52,2017,08,00,00,00,-144.895811,61.714048,02,261,38910,9278,43,07,1,4115,0200,-4,N,A
AK,AK0087,002,Y,AK0087-002,KOYUK PUBLIC LIBRARY,3RD AND BIRCH STREET,KOYUK,99753,M,NOME,9079633971,CE,-3,U_17,-3,-3,-3,2017,08,23,00,00,-161.16664,64.93061,02,180,41940,9921,43,07,1,3186,0200,-4,N,A
AK,AK0091,002,Y,AK0091-002,TULUKSAK SCHOOL/COMMUNITY LIBRARY,1 PHILLIP STREET,TULUKSAK,99679,M,BETHEL,9076955630,CE,-3,U_17,-3,-3,-3,2017,08,23,00,00,-160.952397,61.107769,02,050,78790,18076,43,07,1,3039,0200,-4,N,5
AK,AK0094,003,Y,AK0094-003,ALAK COMMUNITY/SCHOOL LIBRARY,567 MAIN STREET,WAINWRIGHT,99782,M,NORTH SLOPE,9077632541,BR,2225,R_17,0,401,40,2017,08,00,00,00,-160.024917,70.639077,02,185,82750,9782,43,07,2,2237,0200,-4,N,A
AK,AK0094,004,Y,AK0094-004,TIKIGAK SCHOOL/COMMUNITY LIBRARY,1837 TIKIGAQ AVENUE,POINT HOPE,99766,M,NORTH SLOPE,9073682662,BR,2849,R_17,0,212,22,2017,08,00,00,00,-166.735125,68.34997,02,185,61630,9782,43,07,2,1097,0200,-4,N,A
AK,AK0094,005,Y,AK0094-005,NUNAMIUT SCHOOL/COMMUNITY LIBRARY,114 ILLINOIS AVENUE,ANAKTUVUK PASS,99721,M,NORTH SLOPE,9076613226,BR,1230,R_17,0,443,42,2017,08,00,00,00,-151.731259,68.146921,02,185,02080,9782,43,07,2,3224,0200,-4,N,A
AK,AK0094,006,Y,AK0094-006,MEADE RIVER SCHOOL/COMMUNITY LIBRARY,4001 KIPPI STREET,ATQASUK,99791,M,NORTH SLOPE,9076636315,BR,800,R_17,0,311,36,2017,08,00,00,00,-157.418669,70.480648,02,185,04500,9782,43,07,2,2224,0200,-4,N,A
AK,AK0094,007,Y,AK0094-007,HAROLD KAVEOLOOK SCHOOL/COMMUNITY LIBRARY,2001 BARTER AVENUE,KAKTOVIK,99747,M,NORTH SLOPE,9076406626,BR,2880,R_17,0,210,21,2017,08,00,00,00,-143.617282,70.129369,02,185,36990,9782,43,07,2,3083,0200,-4,N,A
AK,AK0094,008,Y,AK0094-008,NUIQSUT TRAPPER SCHOOL/COMMUNITY LIBRARY,3310  3RD AVENUE,NUIQSUT,99789,M,NORTH SLOPE,9074806712,BR,1305,R_17,0,280,28,2017,08,00,00,00,-150.993867,70.219265,02,185,56320,9782,43,07,2,3243,0200,-4,N,A
AK,AK0094,009,Y,AK0094-009,KALI COMMUNITY/SCHOOL LIBRARY,1029 QASIGIALIK STREET,POINT LAY,99759,M,NORTH SLOPE,9078332311,BR,888,R_17,0,295,29,2017,08,00,00,00,-163.011,69.742847,02,185,61700,9782,43,07,2,1110,0200,-4,N,A
AK,AK0094,010,Y,AK0094-010,TUZZY CONSORTIUM LIBRARY,5421 NORTH STAR STREET,BARROW,99723,M,NORTH SLOPE,9078524050,CE,11500,R_17,0,3120,52,2017,08,00,00,00,-156.753223,71.298854,02,185,05200,9782,33,06,1,1110,0200,-4,N,A
AK,AK0095,002,Y,AK0095-002,AKIACHAK SCHOOL/COMMUNITY LIBRARY,1 MAIN STREET,AKIACHAK,99551,M,BETHEL,9078253684,CE,1800,R_17,0,480,48,2017,08,00,00,00,-161.397681,60.888708,02,050,M,18076,43,07,1,3180,0200,-4,N,5
AK,AK0097,002,Y,AK0097-002,ESTHER GREENWALD LIBRARY,366 GARTEENI HIGHWAY,HOONAH,99829,M,SKAGWAY-ANGOON,9079453611,CE,-3,U_17,-3,-3,-3,2017,08,23,00,00,-135.441491,58.108149,02,105,33360,2145,43,07,3,2051,0200,-4,N,A
AK,AK0099,002,N,AK0099-002,MOOSE PASS PUBLIC LIBRARY,38100 DEPOT ROAD,MOOSE PASS,99631,M,KENAI PENINSULA,9072883111,CE,1200,R_17,0,500,50,2017,08,00,00,00,-149.366958,60.486409,02,122,50190,58617,43,07,3,1311,0200,-4,N,A
AK,AK0100,001,Y,AK0100-002,TOP OF THE KUSKOKWIM COMMUNITY/SCHOOL LIBRARY,9127 MAIN STREET,NIKOLAI,99691,M,YUKON-KOYUKUK,9072932427,CE,1640,R_17,0,480,48,2017,08,00,00,00,-154.377316,63.010723,02,290,54150,5365,43,07,4,2137,0200,-4,N,5
AK,AK0101,002,Y,AK0101-002,SAND POINT COMMUNITY/SCHOOL LIBRARY,123 RED COVE ROAD,SAND POINT,99661,M,ALEUTIANS EAST,9073832393,CE,-3,U_17,-3,-3,-3,2017,08,23,00,00,-160.481383,55.353362,02,013,67020,3370,43,07,1,3195,0200,-4,N,A
AK,AK0102,002,Y,AK0102-002,EGEGIK VILLAGE LIBRARY,289 AIRPORT ROAD,EGEGIK,99579,M,LAKE AND PENINSULA,9072332211,CE,790,R_17,0,1066,52,2017,08,00,00,00,-157.357007,58.207647,02,164,21150,1620,43,07,1,2103,0200,-4,N,5
AK,AK0103,002,Y,AK0103-002,TRAPPER CREEK PUBLIC LIBRARY,8901 EAST DEVONSHIRE DRIVE,TRAPPER CREEK,99683,M,MATANUSKA-SUSITNA,9078617650,CE,2762,R_17,0,1300,52,2017,08,00,00,00,-150.238328,62.307244,02,170,78680,106532,43,08,1.01,1467,0200,11260,0,A
AK,AK0104,002,Y,AK0104-002,HOLY CROSS COMMUNITY/SCHOOL LIBRARY,210 MAIN STREET,HOLY CROSS,99602,M,YUKON-KOYUKUK,9074767131,CE,1450,R_17,0,480,48,2017,08,00,00,00,-160.023886,62.057258,02,290,M,5365,43,07,4,1238,0200,-4,N,5
AK,AK0113,002,Y,AK0113-002,OUZINKIE TRIBAL MEDIA CENTER,216 THIRD STREET,OUZINKIE,99644,M,KODIAK ISLAND,9076802323,CE,600,R_17,0,1820,52,2017,08,00,00,00,-152.508211,57.92118,02,150,58550,13448,42,07,1,2325,0200,-4,N,5
